x in Angstrom	y in Volt
4143,40000	0,10576
4143,60000	0,13886
4143,80000	0,20170
4144,00000	0,23341
4144,20000	0,28939
4144,40000	0,41677
4144,60000	0,55332
4144,80000	1,65951
4145,00000	54,34957
4145,20000	77,39138
4145,40000	74,23784
4145,60000	70,91853
4145,80000	68,30365
4146,00000	67,48393
4146,20000	68,89463
4146,40000	70,51622
4146,60000	72,57568
4146,80000	74,33057
4147,00000	75,51235
4147,20000	74,76611
4147,40000	72,18962
4147,60000	67,48223
4147,80000	60,64785
4148,00000	31,78070
4148,20000	2,33665
4148,40000	1,38922
4148,60000	0,99837
4148,80000	0,80545
4149,00000	0,60447
4149,20000	0,56896
4149,40000	0,45676
4149,60000	0,37578
4149,80000	0,29676
4150,00000	0,25906
4150,20000	0,20559
4150,40000	0,15321
4150,60000	0,13221
4150,80000	0,07453
4151,00000	-0,00488
4151,20000	0,05271
4151,40000	0,06558
4151,60000	-0,04597
4151,80000	0,01258
4152,00000	-0,05513
4152,20000	-0,06060
4152,40000	-0,04549
4152,60000	-0,08771
4152,80000	-0,04377
4153,00000	-0,11035
4153,20000	-0,03717
4153,40000	-0,04468
4153,60000	-0,15561
4153,80000	-0,14443
4154,00000	-0,11236
4154,20000	-0,14785
4154,40000	-0,13766
4154,60000	-0,16096
4154,80000	-0,11174
4155,00000	-0,12484
4155,20000	-0,10844
4155,40000	-0,19985
4155,60000	-0,14025
4155,80000	-0,13819
4156,00000	-0,15390
4156,20000	-0,14320
4156,40000	-0,16328
4156,60000	-0,15876
4156,80000	-0,15566
4157,00000	-0,16292
4157,20000	-0,13800
4157,40000	-0,12989
4157,60000	-0,18569
4157,80000	-0,18176
4158,00000	-0,17024
4158,20000	-0,16828
4158,40000	-0,14712
4158,60000	-0,19817
4158,80000	-0,20254
4159,00000	-0,18033
4159,20000	-0,15493
4159,40000	-0,22104
4159,60000	-0,16861
4159,80000	-0,16780
4160,00000	-0,15646
4160,20000	-0,16895
4160,40000	-0,18894
4160,60000	-0,16206
4160,80000	-0,17605
4161,00000	-0,22018
4161,20000	-0,18224
4161,40000	-0,17402
4161,60000	-0,10441
4161,80000	-0,19764
4162,00000	-0,13202
4162,20000	-0,18172
4162,40000	-0,14491
4162,60000	-0,16232
4162,80000	-0,16962
4163,00000	-0,17445
4163,20000	-0,20096
4163,40000	-0,17670
4163,60000	-0,17907
4163,80000	-0,17411
4164,00000	-0,16919
4164,20000	-0,19961
4164,40000	-0,19755
4164,60000	-0,17674
4164,80000	-0,17749
4165,00000	-0,14972
4165,20000	-0,16977
4165,40000	-0,20363
4165,60000	-0,14202
4165,80000	-0,14407
4166,00000	-0,11748
4166,20000	-0,16785
4166,40000	-0,14942
4166,60000	-0,13522
4166,80000	-0,12130
4167,00000	-0,09952
4167,20000	-0,12130
4167,40000	-0,11021
4167,60000	-0,11564
4167,80000	-0,11006
4168,00000	-0,08805
4168,20000	-0,11762
4168,40000	-0,11142
4168,60000	-0,07869
4168,80000	-0,13412
4169,00000	-0,10595
4169,20000	-0,09294
4169,40000	-0,06381
4169,60000	-0,12078
4169,80000	-0,15369
4170,00000	-0,12843
4170,20000	-0,12533
4170,40000	-0,15331
4170,60000	-0,13948
4170,80000	-0,16958
4171,00000	-0,11930
4171,20000	-0,13762
4171,40000	-0,13164
4171,60000	-0,09381
4171,80000	-0,11349
4172,00000	-0,11733
4172,20000	-0,06314
4172,40000	-0,09400
4172,60000	-0,02363
4172,80000	-0,04943
4173,00000	-0,07773
4173,20000	0,00091
4173,40000	-0,01540
4173,60000	0,06749
4173,80000	0,06358
4174,00000	0,05128
4174,20000	0,09696
4174,40000	0,14947
4174,60000	0,16890
4174,80000	0,27687
4175,00000	0,35215
4175,20000	0,57285
4175,40000	0,73017
4175,60000	1,30415
4175,80000	4,26819
