x in Angstrom	y in Volt
6580,40000	26,80529
6580,60000	27,07419
6580,80000	27,21262
6581,00000	26,83399
6581,20000	27,63920
6581,40000	25,83213
6581,60000	24,99954
6581,80000	23,69599
6582,00000	24,40732
6582,20000	24,90881
6582,40000	26,28750
6582,60000	24,12797
6582,80000	24,84535
6583,00000	26,19078
6583,20000	26,36948
6583,40000	27,30539
6583,60000	26,46635
6583,80000	26,25289
6584,00000	26,10037
6584,20000	27,64988
6584,40000	27,17800
6584,60000	27,80385
6584,80000	26,29400
6585,00000	25,48938
6585,20000	26,18651
6585,40000	27,50397
6585,60000	27,06383
6585,80000	25,92607
6586,00000	24,80307
6586,20000	24,04952
6586,40000	26,37733
6586,60000	26,43061
6586,80000	25,13399
6587,00000	25,48666
6587,20000	25,07493
6587,40000	25,82941
6587,60000	24,98841
6587,80000	25,21048
6588,00000	26,18690
6588,20000	26,80850
6588,40000	24,69206
6588,60000	25,32845
6588,80000	24,54962
6589,00000	24,18152
6589,20000	25,26698
6589,40000	25,69256
6589,60000	25,17652
6589,80000	25,29483
6590,00000	25,80352
6590,20000	24,50538
6590,40000	26,73526
6590,60000	28,86169
6590,80000	27,01302
6591,00000	26,59292
6591,20000	27,63591
6591,40000	26,17188
6591,60000	28,32825
6591,80000	27,68736
6592,00000	26,75794
6592,20000	25,56828
6592,40000	24,09363
6592,60000	25,09367
6592,80000	25,83971
6593,00000	26,98816
6593,20000	28,76439
6593,40000	29,38489
6593,60000	28,40438
6593,80000	27,78425
6594,00000	26,90129
6594,20000	27,43921
6594,40000	29,20680
6594,60000	29,57273
6594,80000	30,09579
6595,00000	28,45078
6595,20000	28,35517
6595,40000	27,23311
6595,60000	28,92913
6595,80000	28,73359
6596,00000	28,38503
6596,20000	29,27136
6596,40000	27,23890
6596,60000	25,54117
6596,80000	25,84753
6597,00000	26,50604
6597,20000	27,13161
6597,40000	26,89507
6597,60000	25,86641
6597,80000	25,43526
6598,00000	26,18040
6598,20000	25,63046
6598,40000	27,18762
6598,60000	27,05127
6598,80000	26,11970
6599,00000	26,35398
6599,20000	27,71623
6599,40000	26,94697
6599,60000	26,04799
6599,80000	26,43702
6600,00000	24,81639
6600,20000	24,02802
6600,40000	23,47741
6600,60000	24,65859
6600,80000	25,24880
6601,00000	25,32449
6601,20000	24,55967
6601,40000	24,59307
6601,60000	26,52740
6601,80000	25,89895
6602,00000	26,27754
6602,20000	25,20237
6602,40000	26,94224
6602,60000	28,86336
6602,80000	26,83045
6603,00000	26,32060
6603,20000	26,38288
6603,40000	26,42326
6603,60000	26,42401
6603,80000	26,14894
6604,00000	26,66471
6604,20000	26,55120
6604,40000	26,62048
6604,60000	28,40866
6604,80000	27,94052
6605,00000	27,80075
6605,20000	26,86948
6605,40000	27,25835
6605,60000	27,03580
6605,80000	28,94573
6606,00000	27,95554
6606,20000	26,69559
6606,40000	26,32409
6606,60000	26,12238
6606,80000	26,55125
6607,00000	28,31850
6607,20000	29,65323
6607,40000	26,68470
6607,60000	26,36470
6607,80000	28,11535
6608,00000	26,88173
6608,20000	28,32212
6608,40000	27,93052
6608,60000	28,76296
6608,80000	29,32405
6609,00000	27,61807
6609,20000	26,15892
6609,40000	26,08194
6609,60000	26,32986
6609,80000	25,16308
6610,00000	24,90033
6610,20000	29,08359
6610,40000	31,06017
6610,60000	28,93672
6610,80000	27,53317
6611,00000	31,03671
6611,20000	30,02176
6611,40000	28,86925
6611,60000	28,60994
6611,80000	27,19701
6612,00000	28,26996
6612,20000	29,35677
6612,40000	29,55160
6612,60000	29,50955
6612,80000	28,36638
6613,00000	28,52904
6613,20000	29,36151
6613,40000	29,96392
6613,60000	30,24487
6613,80000	28,28279
6614,00000	27,22254
6614,20000	30,56741
6614,40000	30,31596
6614,60000	31,26111
6614,80000	29,68241
6615,00000	27,21973
6615,20000	28,20197
6615,40000	28,98688
6615,60000	28,07264
6615,80000	26,74770
6616,00000	25,57426
6616,20000	27,93922
6616,40000	28,75062
6616,60000	27,59038
6616,80000	29,22544
6617,00000	29,17647
6617,20000	29,80666
6617,40000	31,44326
6617,60000	30,36250
6617,80000	29,40649
6618,00000	27,69217
6618,20000	26,74899
6618,40000	28,65281
6618,60000	28,83754
6618,80000	27,48938
6619,00000	26,19200
6619,20000	25,50430
6619,40000	26,07531
6619,60000	26,29132
6619,80000	28,35860
6620,00000	27,55163
6620,20000	26,38659
6620,40000	26,44659
6620,60000	25,44990
6620,80000	25,53191
6621,00000	24,43094
6621,20000	22,28732
6621,40000	22,63290
6621,60000	23,32234
6621,80000	23,67461
6622,00000	23,26465
6622,20000	23,35800
6622,40000	25,04752
6622,60000	26,84436
6622,80000	26,06821
6623,00000	24,66547
6623,20000	24,83306
6623,40000	24,92499
6623,60000	24,80830
6623,80000	26,06659
6624,00000	27,37398
6624,20000	25,76694
6624,40000	24,75550
6624,60000	26,50061
6624,80000	26,59602
6625,00000	27,74096
6625,20000	27,47754
6625,40000	27,37862
6625,60000	28,49768
6625,80000	30,49979
6626,00000	27,73292
6626,20000	25,97103
6626,40000	30,32046
6626,60000	28,71404
6626,80000	28,42569
6627,00000	27,12903
6627,20000	26,04852
6627,40000	25,46525
6627,60000	22,83877
6627,80000	24,60780
6628,00000	25,73090
6628,20000	25,81391
6628,40000	25,01327
6628,60000	25,64402
6628,80000	26,94275
6629,00000	28,23238
6629,20000	27,78836
6629,40000	26,79691
6629,60000	24,33248
6629,80000	24,14644
6630,00000	25,56431
6630,20000	27,52695
6630,40000	27,50141
6630,60000	27,43841
6630,80000	30,86461
6631,00000	29,80674
6631,20000	27,96288
6631,40000	26,58220
6631,60000	24,61094
6631,80000	26,42483
6632,00000	27,15046
6632,20000	28,53394
6632,40000	27,95252
6632,60000	27,46324
6632,80000	26,88046
6633,00000	27,56384
6633,20000	26,21039
6633,40000	25,59392
6633,60000	27,07000
6633,80000	26,43127
6634,00000	26,73883
6634,20000	25,70058
6634,40000	27,45147
6634,60000	27,29046
6634,80000	27,11362
6635,00000	27,15368
6635,20000	27,37983
6635,40000	29,55184
6635,60000	29,93541
6635,80000	28,77030
6636,00000	28,64400
6636,20000	30,23896
6636,40000	29,67127
6636,60000	30,43664
6636,80000	28,57297
6637,00000	28,41482
6637,20000	26,89493
6637,40000	27,37116
6637,60000	26,24969
6637,80000	25,44961
6638,00000	26,21981
6638,20000	27,21651
6638,40000	25,76607
6638,60000	25,46802
6638,80000	24,29941
6639,00000	24,66877
6639,20000	25,86456
6639,40000	28,00751
6639,60000	28,00760
6639,80000	25,53873
6640,00000	24,73622
6640,20000	28,03264
6640,40000	28,10526
6640,60000	26,71948
6640,80000	24,99828
6641,00000	24,16495
6641,20000	24,58820
6641,40000	24,58535
6641,60000	24,76606
6641,80000	25,40062
6642,00000	23,63036
6642,20000	23,15240
6642,40000	24,45448
6642,60000	24,24703
6642,80000	22,79654
6643,00000	22,77331
6643,20000	24,56938
6643,40000	23,93066
6643,60000	24,09870
6643,80000	24,63233
6644,00000	23,45065
6644,20000	23,10048
6644,40000	21,76874
6644,60000	23,02413
6644,80000	24,05957
6645,00000	25,22788
6645,20000	25,78027
6645,40000	25,20852
6645,60000	25,68879
6645,80000	23,95496
6646,00000	23,57721
6646,20000	22,31945
