Vernier Format 2
Bandlücke-Si.cmbl 26.09.2019 12:56:17 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

179	54,1846020337	0,626374	0,129426	1339,41263202	0,925032339086
179,5	54,7067606607	0,630037	0,13431	1348,16554409	0,919026602801
180	54,9675727487	0,615385	0,145299	1352,49563441	0,916084287797
180,5	55,2283848367	0,590965	0,135531	1356,79769976	0,913179614192
181	55,7505434637	0,57265	0,123321	1365,3260708	0,9074755302
181,5	56,0118900027	0,528694	0,129426	1369,55208373	0,904675342193
182	56,5335141787	0,520147	0,13431	1377,90154523	0,89919341791
182,5	56,7948607177	0,538462	0,144078	1382,0419297	0,896499573113
183	57,3170193447	0,515263	0,152625	1390,22802924	0,891220701887
183,5	57,5778314327	0,538462	0,142857	1394,27369217	0,88863471136
184	58,1651930817	0,507937	0,13431	1403,27880258	0,882932171227
184,5	58,4260051697	0,489621	0,129426	1407,2302078	0,880452958676
185	59,0133668187	0,514042	0,140415	1416,0220651	0,874986365353
185,5	59,2089758847	0,470085	0,144078	1418,91703144	0,873201161556
186	59,5355254457	0,507937	0,133089	1423,71301878	0,870259654621
186,5	59,9923207154	0,507937	0,13431	1430,34427935	0,86622501861
187	60,2533465838	0,472527	0,126984	1434,09277886	0,8639608387
187,5	60,7753983206	0,471306	0,119658	1441,50040726	0,859521089111
188	61,1016806561	0,482295	0,123321	1446,06944254	0,856805325905
188,5	61,6237323929	0,479853	0,139194	1453,28229559	0,852552875486
189	61,9500147284	0,466422	0,142857	1457,72909855	0,849952162737
