Vernier Format 2
Bandlücke-Ge1.cmbl 26.09.2019 16:22:46 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

148,5	30,409727449	1,56044	0,032967	1673,16706402	0,740511827327
149	30,997089098	1,46886	0,021978	1702,30264728	0,727837674445
149,5	31,257901186	1,39683	0,00854701	1715,18283911	0,722371966268
150	31,519247725	1,33822	0,029304	1728,05377508	0,716991576226
150,5	32,040871901	1,2735	0,029304	1753,63524605	0,706532332075
151	32,367421462	1,22466	0,039072	1769,57603326	0,700167710636
151,5	32,563030528	1,09402	0,040293	1779,09735624	0,696420572856
152	33,150392177	0,98779	0,00976801	1807,56227935	0,685453560386
152,5	33,411204265	0,943834	0,047619	1820,14112053	0,680716448865
153	33,672550804	0,93895	0,039072	1832,70790681	0,676048810287
153,5	34,194709431	0,892552	0,03663	1857,70132191	0,666953285432
154	34,455521519	0,846154	0,040293	1870,12758865	0,662521641583
154,5	34,78207108	0,810745	0,00854701	1885,63122295	0,657074397644
155	35,238492234	0,800977	0,025641	1907,19804153	0,649644123485
155,5	35,499838773	0,781441	0,028083	1919,49278895	0,645483018813
156	36,087200422	0,757021	0,00854701	1946,97841699	0,636370690702
156,5	36,34801251	0,746032	0,026862	1959,1177085	0,632427543596
157	36,608824598	0,716728	0,035409	1971,21640525	0,62854590531
157,5	36,870171137	0,728938	0,018315	1983,29892315	0,624716720982
158	37,392329764	0,716728	0,025641	2007,31541838	0,61724230714
158,5	37,653141852	0,71917	0,037851	2019,24906666	0,613594439862
159	37,91395394	0,73138	0,030525	2031,1408742	0,610002002193
159,5	38,501315589	0,720391	0,02442	2057,76731609	0,60210889264
160	38,762662128	0,774115	0,01221	2069,54539858	0,598682203758
160,5	39,284286304	0,766789	0,034188	2092,92441248	0,591994623701
161	39,545632843	0,777778	0,037851	2104,57276544	0,588718062091
161,5	39,806444931	0,744811	0,037851	2116,1536444	0,585496239026
162	40,328603558	0,747253	0,019536	2139,20712288	0,579186553161
162,5	40,589415646	0,744811	0,032967	2150,65564844	0,576103385448
163	40,850762185	0,71917	0,042735	2162,08293326	0,573058498794
163,5	41,372920812	0,708181	0,032967	2184,77917561	0,567105368741
164	41,698935922	0,698413	0,02442	2198,85791349	0,563474334744
164,5	41,894544988	0,667888	0,032967	2207,27101353	0,561326630218
165	42,481906637	0,673993	0,030525	2232,37830068	0,5550134579
165,5	42,743253176	0,680098	0,0610501	2243,47452692	0,552268361032
166	43,004065264	0,622711	0,019536	2254,50152713	0,549567159344
166,5	43,526223891	0,641026	0,040293	2276,4375099	0,544271474448
167	43,852239001	0,631258	0,03663	2290,03770759	0,541039126077
167,5	44,048382518	0,620269	0,013431	2298,18442713	0,539121223421
168	44,635744167	0,619048	0,046398	2322,41872578	0,533495526128
168,5	44,896556255	0,610501	0,032967	2333,10162689	0,531052735003
169	45,157368343	0,615385	0,034188	2343,73618394	0,528643116272
169,5	45,67952697	0,564103	0,043956	2364,88092787	0,523916441373
170	45,940873509	0,540904	0,023199	2375,39047556	0,521598454126
170,5	46,462497685	0,542125	0,018315	2396,2186093	0,517064676484
171	46,789047246	0,517705	0,025641	2409,1565581	0,514287872175
